Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2015,01-01-15,177,Selkent,Stagecoach,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,178,Selkent,Stagecoach,Garage Not Available,Greenwich,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-01-15,180,London General,Go-Ahead,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult
2015,01-01-15,184,Arriva London North,Arriva London,Garage Not Available,Barnet,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,185,London Central,Go-Ahead,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,189,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,195,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,198,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,199,Selkent,Stagecoach,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,202,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2015,01-01-15,203,London United,London United,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,205,Selkent,Stagecoach,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,205,Selkent,Stagecoach,Garage Not Available,Tower Hamlets,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Unknown,Unknown
2015,01-01-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-01-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,208,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,Bus Driver,Female,Adult
2015,01-01-15,208,Selkent,Stagecoach,Garage Not Available,Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Child
2015,01-01-15,208,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2015,01-01-15,209,Metroline,Metroline,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Child
2015,01-01-15,210,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,210,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Assault,Passenger,Female,Adult
2015,01-01-15,213,London General,Go-Ahead,Garage Not Available,Kingston upon Thames,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,01-01-15,213,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,214,Metroline,Metroline,Garage Not Available,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-01-15,217,Metroline,Metroline,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,220,London United,London United,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,220,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,01-01-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,220,London United,London United,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,221,Arriva London North,Arriva London,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,232,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-01-15,235,Abellio West,Abellio,Garage Not Available,Hounslow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,237,Metroline,Metroline,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-01-15,237,Metroline,Metroline,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-01-15,241,Selkent,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,241,Selkent,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-01-15,242,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Collision Incident,Cyclist,Unknown,Unknown
2015,01-01-15,242,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,243,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,243,Arriva London North,Arriva London,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,246,Selkent,Stagecoach,Garage Not Available,Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly
2015,01-01-15,248,Selkent,Stagecoach,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Pedestrian,Female,Adult
2015,01-01-15,253,Arriva London North,Arriva London,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,257,London General,Go-Ahead,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Pedestrian,Female,Adult
2015,01-01-15,260,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-01-15,260,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child
2015,01-01-15,262,Selkent,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,01-01-15,263,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,263,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,264,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-01-15,264,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-01-15,264,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-01-15,266,Tower Transit,Tower Transit,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Elderly
2015,01-01-15,267,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-01-15,267,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,268,Arriva The Shires,Arriva The Shires,Garage Not Available,Camden,Injuries treated on scene,Collision Incident,Motorcyclist,Unknown,Unknown
2015,01-01-15,276,Docklands Buses,Go-Ahead,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,276,Docklands Buses,Go-Ahead,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,279,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,279,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,279,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,280,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,280,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,281,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Member Of Public,Female,Adult
2015,01-01-15,281,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,281,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,282,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,282,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,01-01-15,283,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-01-15,283,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2015,01-01-15,284,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-01-15,285,London United,London United,Garage Not Available,Hounslow,Reported Minor Injury - Treated at Hospital,Collision Incident,Cyclist,Male,Adult
2015,01-01-15,285,London United,London United,Garage Not Available,Hounslow,Reported Minor Injury - Treated at Hospital,Collision Incident,Cyclist,Male,Adult
2015,01-01-15,285,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child
2015,01-01-15,285,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child
2015,01-01-15,285,London United,London United,Garage Not Available,Kingston upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Elderly
2015,01-01-15,288,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,302,Metroline,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Youth
2015,01-01-15,312,Arriva London South,Arriva London,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Unknown,Unknown
2015,01-01-15,320,Metrobus,Go-Ahead,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2015,01-01-15,320,Metrobus,Go-Ahead,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-01-15,320,Metrobus,Go-Ahead,Garage Not Available,Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly
2015,01-01-15,321,London Central,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-01-15,325,Arriva London North,Arriva London,Garage Not Available,Barking & Dagenham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,01-01-15,328,Tower Transit,Tower Transit,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,329,Arriva London North,Arriva London,Garage Not Available,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Unknown,Unknown
2015,01-01-15,336,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-01-15,340,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,340,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,340,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,340,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,341,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,341,Arriva London North,Arriva London,Garage Not Available,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-01-15,343,Abellio London,Abellio,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-01-15,343,Abellio London,Abellio,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-01-15,343,Abellio London,Abellio,Garage Not Available,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-01-15,349,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
